Category;Title;Ingredients
entree;Potage Saint-Germain (pois cassés);huile d'olive, lardons, oignon, carotte, pois cassés, bouquet garni, Vache qui rit®
entree;Soupe poireaux, pommes de terre et céleri branche;poivre, sel, poireau, céleri branche, pomme de terre
entree;Terrine aux courgettes et au basilic;poivre, sel, crème fraîche, courgette, basilic, oeuf
entree;Pelmeni (raviolis russes);sel, farine, oignon, farce, eau
entree;Soupe réconfortante aux légumes d'hiver;crème fraîche, huile d'olive, poivre, sel, courgette, poireau, carotte, pomme de terre, navet, potiron, oignon rouge, beurre salé, herbes de Provence
entree;Terrine aux deux saumons;huile d'olive, fromage frais, saumon frais, saumon fumé, citron, ciboulette
entree;Velouté glacé de menthe et petits pois au Cookeo;beurre, crème fraîche, petits pois, échalote, bouillon de volaille, menthe, sel et poivre
entree;Soufflé jambon fromage;poivre, muscade, farine, beurre, gruyère râpé, oeuf, jambon, crème, lait
entree;Bricks au thon et kiri;huile de friture, purée de piment, brick, thon, paprika, oeuf, kiri
entree;Chorba frik;sel, poivre, piment, huile d'olive, coriandre, oignon, pois chiches, mouton, frik, céleri, concentré de tomates, paprika
entree;Soupe aux épinards au Thermomix;poivre, huile, origan, oignon, carotte, épinards frais, pomme de terre, crème allégée, bouillon de volaille
entree;Boudin blanc au foie gras pour l'apéro;gros sel, boudin blanc, Foie gras, Confiture de figue
entree;Soupe de melon;sel, poivre, melon, herbes
entree;Pain de légumes aux couleurs d'été;sel, poivre, muscade, beurre, persil, gruyère râpé, crème fraîche, oignon, poivron rouge, carotte, courgette, oeuf, semoule
entree;Bouillon de légumes au boeuf;feuille de laurier, thym, clou de girofle, oignon, poireau, carotte, boeuf, macreuse, os à moelle, eau, navet, céleri, céleri, ail
entree;Verrine Avocat tomate mozzarella;sel, poivre, huile d'olive, vinaigre balsamique, crème fraîche, tomate, mozzarella, avocat, citron vert
entree;Pâté en croûte Richelieu;sel, huile d'olive, beurre, farine, jaune d'oeuf, eau, poivre, sel, huile, carotte, clou de girofle, oignon, veau, porc, chair à saucisse, échalote, ail, bouquet garni, citron, vin blanc sec, poivre, sel, muscade, quatre-épices, cognac, sucre, huile, carotte, clou de girofle, oignon, veau, porc, Foie gras, chair à saucisse, échalote, ail, bouquet garni, citron, vin blanc sec, pistaches, jaune d'oeuf, gelée au madère
entree;Papeton d'aubergines;thym, tomate, oignon, huile d'olive, aubergine, ail, oeuf, lait, laurier, basilic
entree;Velouté de lentilles aux oignons;sel, persil, oignon, eau, lentilles, sauce soja, croûtons
entree;Gratin de ravioles de romans de virge;poivre, fromage râpé, raviole, crème semi-épaisse, jambon cru, ciboulette
entree;Oeufs cocotte au chèvre et aux lardons;sel, poivre, crème fraîche, oeuf, lardons fumés, chèvre
entree;Pain de courgettes;crème fraîche, sel, poivre, courgette, ail, basilic, oeuf, biscotte
entree;Flan de poireaux;sel, poivre, crème fraîche, poireau, lait, oeuf
entree;CREME DE TOMATES (Potage);sel, poivre, beurre, persil, crème fraîche, oignon, tomate, pomme de terre, ail, eau
entree;Bricks au chèvre;huile d'olive, crottin de chèvre, mélange 4 épices, brick
entree;Gaspacho tomate concombre ciboulette;sel, poivre, tomate, concombre, ciboulette
entree;Soupe au chou-fleur, carotte et cumin;poivre, sel, cumin, carotte, chou-fleur, bouillon de légumes
entree;Soupe froide courgette et tomate;sel, huile d'olive, bouillon de légumes, tomate, courgette, ail, basilic, citron
entree;Tartare de St-Jacques (simplissime !);fleur de sel, huile d'olive, noix de saint-jacques, jus de citron, mélange 5 baies
entree;Velouté de courgettes au kiri;sel, poivre, courgette, huile d'olive, oignon, kiri, Fines herbes
entree;Soupe de carottes au curry;curry, poivre, oignon, carotte, eau
entree;Le pâté au miso de ma maman;persil, tahin, miso, échalote, eau
entree;Soupe d'hiver avec un reste de chou blanc (très rapide);sel, poivre, beurre, oignon, chou blanc, pomme de terre
entree;Tzatziki facile (Grèce);huile d'olive, sel, poivre, aneth, yaourt, concombre, ail
entree;Oeuf cocotte au saumon;poivre, saumon fumé, oeuf, crème fraîche épaisse
entree;Nems à la française ou comment utiliser vos feuilles de riz;sel, poivre, aubergine, courgette, thon, feuille de riz
entree;Velouté de potiron au Monsieur Cuisine;sel, persil, muscade, huile, oignon, potiron, crème liquide
entree;Tartare de boeuf à l'italienne;sel, poivre, huile d'olive, boeuf, basilic, parmesan râpé, ciboulette
entree;Soupe Panade;sel, poivre, muscade, lait, eau, pain, oeuf
entree;Velouté glacé à la courgette;sel, poivre, huile d'olive, coriandre, oignon, courgette, citron, jaune d'oeuf, bouillon de volaille
entree;flan aux aubergines;sel, poivre, huile d'olive, oignon, aubergine, oeuf, brique
entree;Soupe de légumes à l'ancienne;sel, oignon, huile, carotte, poireau, pomme de terre, navet
entree;Soupe aux fanes de navets;sel, poivre, muscade, maïzena, crème fraîche, beurre, navet, jaune d'oeuf, eau
entree;Velouté d'asperges;persil, oignon, asperge, pomme de terre, cube de bouillon, lait, eau
entree;Crème vichyssoise;muscade, sel, poivre, crème fraîche, oignon, beurre, blanc de poireau, pomme de terre, bouillon de volaille, lait, ciboulette
entree;Velouté froid de betteraves au Cookeo;huile d'olive, yaourt, betterave, concombre, ail, sel et poivre
entree;Cake tomates olives mozzarella;sel, poivre, fromage râpé, tomate, huile d'olive, levure chimique, maïzena, farine, oeuf, lait, olives noires, mozzarella
entree;Velouté de légumes lealien;crème fraîche, tomate, poireau, oignon, courgette, carotte, pomme de terre, navet, cube de bouillon, boursin
entree;Velouté de lentilles corail;huile d'olive, oignon, gingembre, lentilles corail, ail, lait de coco
entree;Soupe économique au poulet;thym, poivre, gros sel, carotte, poulet, pomme de terre, blanc de poireau, céleri, eau, bouillon de poule, laurier
entree;Flan brocolis hyper simple;sel, poivre, persil, brocoli, oeuf, crème liquide, ail, gruyère, lait
entree;Verrines de poires au foie gras;miel, sucre de canne, beurre, poire, Foie gras, mélange 4 épices
entree;Petite soupe de carottes au lait de coco;oignon, carotte, eau, lait de coco
entree;Crème d'asperges en verrines au Cookeo;asperge, mascarpone, oeuf, oeuf de lump, graines de pavot, sel et poivre
entree;Soupe de bébé (dès 7 mois);carotte, tomate, céleri, pomme de terre, brocoli, épinards, navet
entree;Soupe asiatique facile;épices, vinaigre, huile, maïzena, bouillon de boeuf, champignon noir, viande, eau, sauce soja, nouilles chinoises
entree;Foie gras au Cookeo;cognac, poivre, fleur de sel, Foie gras
entree;Raviolis maison aux épinards;sel, poivre, huile d'olive, pesto, épinards, fromage frais, Parmesan, pâte à ravioli
entree;Soupe aux fanes de carottes (ou verdure);sel, poivre, oignon, beurre, carotte, pomme de terre, crème fraîche épaisse, bouillon de poule, eau
entree;Velouté de potimarron aux châtaignes;sel, poivre, crème fraîche, potimarron, bouillon de volaille, châtaignes
entree;Tartare d'algues;huile d'olive, algue dulse, laitue, citron, échalote, ail, cornichons
entree;Velouté de carottes au lait de coco;carotte, eau, bouillon, lait de coco
entree;Soupe rustique aux châtaignes;poivre, lard fumé, oignon, châtaignes, fumet, lait entier, pomme de terre, beurre salé
entree;Flan de courgettes au chèvre;origan, sel, huile d'olive, gruyère râpé, poivron rouge, oignon, courgette, crème liquide, oeuf, chèvre
entree;Terrine façon foie gras vegan;poivre, sel, thym, oignon, huile d'olive, pois chiches, champignons de Paris, échalote, ail, mélange 4 épices, agar-agar, vin blanc, lait de soja, curcuma, margarine
entree;Cassolettes de Saint-Jacques au Thermomix;persil, beurre, farine, crème fraîche, whisky, oignon, noix de saint-jacques, crevettes, champignons de Paris, ail, vin blanc, sel et poivre
entree;feuilletés au thon;sel, poivre, persil, thon, pâte feuilletée, crème fraîche liquide, citron
entree;Pâté de viande facile;sel, persil, oignon, pâte feuilletée, viande hachée, paprika
entree;Soupe de céleri rave;céleri, pomme de terre, ail, bouillon, jus de citron, eau, lait
entree;Faux foie gras;sel, poivre, cognac, beurre, foie, vin blanc
entree;Pain (rapide);huile d'olive, sel, levure, farine, eau
entree;Terrine de faisan solognote;poivre, sel, cognac, farine, quatre-épices, thym, faisan, poitrine de porc, échalote, trompette de la mort, oeuf, barde de lard
entree;Clafoutis courgettes mozzarella;sel, poivre, persil, farine, huile d'olive, crème fraîche, beurre, courgette, mozzarella, ail, oeuf, lait
entree;Ravioli aux tomates séchées, ricotta et jambon italien;farine, oeuf, tomate séchée, ricotta, parmesan râpé, Jambon de Parme, basilic frais
entree;Soupe de ma tatie !;carotte, poireau, navet, céleri, lardons fumés, bouillon, eau, concentré de tomates
entree;Soupe de potimarron au lait de coco;sel, oignon, persil, carotte, potimarron, navet, lait de coco, eau
entree;Velouté de fenouil;crème fraîche, huile d'olive, muscade, oignon, fenouil, ail, bouillon de volaille, pignons
entree;Oeuf mollet frit;farine, oeuf, chapelure, eau
entree;Oeuf cocotte au bacon au Cookeo;crème fraîche, gruyère râpé, oeuf, bacon, sel et poivre
entree;Tourin à l’ail;vinaigre, farine, huile, ail, oeuf, eau, canard
entree;Tartare de saumon fumé à l'avocat et aux baies roses;aneth, saumon fumé, baies roses, avocat, citron
entree;Soupe aux ramen;huile d'olive, champignon noir, sucre, coriandre, gingembre, blanc de poulet, oignon nouveau, ramen, sauce soja, saké, oeuf, bouillon de volaille, légumes, ramen
entree;Salade de radis roses;radis, gruyère
entree;Soupe de concombre;cube de bouillon, concombre, kiri
entree;Velouté de champigons pour bébé;sel, beurre, persil, oignon, pomme de terre, champignons de Paris, eau
entree;Soupe au chou rouge à la marmite;sel, poivre, crème fraîche, vinaigre, muscade, lard fumé, chou rouge, saindoux, cube de bouillon, eau, cassonade
entree;Soupe aux carottes, topinambours et pommes de terre;beurre, crème fraîche, poivre, sel, muscade, carotte, eau, topinambour, pomme de terre
entree;Sushi de thon rouge;vinaigre balsamique, orange, thon rouge, citron, riz, fumet, huile de noix, wasabi
entree;velouté glacé express aux petits pois;sel, poivre, beurre, crème fraîche, petits pois, bouillon de volaille, échalote, menthe
entree;Bouchées à la reine façon traiteur facile;sel, poivre, farine, beurre, feuilleté, blanc de poulet, quenelle de veau, champignons de Paris, cube de bouillon, vin blanc
entree;Ma soupe de grand-mère;sel, poivre, courgette, poireau, carotte, oignon, pomme de terre, navet, eau, basilic, bouquet garni
entree;Velouté de pommes de terre;sel, poivre, crème fraîche, farine, oignon, pomme de terre, herbes
entree;Soupe tomate vermicelles en toute saison;huile d'olive, oignon, vermicelles, purée de tomate, ail, café, sel et poivre, eau
entree;Crème au thon apéritive facile;poivre, fromage blanc, thon, mayonnaise, ciboulette, échalote
entree;Brick de curé Nantais au miel;huile, miel, fleur de sel, curé nantais, brick, salade
entree;Bricks pommes de terre et steack haché;huile d'olive, gruyère râpé, poivre, sel, persil, brick, pomme de terre, viande hachée, échalote, oeuf, laurier
entree;Velouté de chou-fleur au Cookeo;poivre, origan, crème fraîche, beurre, chou-fleur, pomme de terre, bouillon de volaille
entree;Oeufs cocotte aux cèpes et aux champignons de Paris;poivre, sel, gruyère râpé, muscade, moutarde, crème fraîche, persil, beurre, cèpes, champignons de Paris, ail, oeuf
entree;Soupe haricots blancs chorizo;persil, oignon, ail, haricot, chorizo, bouillon de volaille, citron
entree;Flan d'épinards au chèvre;sel, poivre, muscade, beurre, oeuf, épinards, fromage de chèvre, crème
entree;Soupe froide de concombre;sel, poivre, yaourt, oignon, concombre, pomme de terre, eau, cube de bouillon, menthe
entree;Velouté de poireaux;beurre, farine, poireau, échalote, eau
entree;Flan de courgettes au Cookeo;gruyère râpé, courgette, oeuf, lait, basilic, sel et poivre
entree;Cake au saucisson Halal;poivre, sel, levure chimique, crème fraîche, farine, gruyère, saucisson
entree;Ravioli au boeuf et à la sauce tomate;sel, poivre, thym, huile d'olive, farine, oeuf, viande, épinards, parmesan râpé, tomates pelées, échalote, ail, basilic
entree;Gratin de ravioli à l'italienne;poivre, sel, origan, huile d'olive, courgette, tomates cerise, tomate, ravioli, ail, basilic frais, paprika, Parmesan
entree;Velouté de châtaignes;persil, purée, bouillon de volaille, crème liquide, châtaignes
entree;Carpaccio de tomates;sel, poivre, huile d'olive, tomate, citron, basilic
entree;Petits soufflés à la pomme de terre au Thermomix;beurre, gruyère râpé, pomme de terre, oeuf, lait, sel et poivre
entree;Soupe de chou portugaise;sel, poivre, huile d'olive, oignon, pomme de terre, chou, ail, saucisson, olives noires, eau
entree;Flan d'amarante aux légumes;huile d'olive, persil, oignon, carotte, amarante, lait, oeuf, champignons de Paris
entree;Flan de courgettes au curry rapide;persil, sel, poivre, huile d'olive, curry, farine, gruyère râpé, courgette, oeuf, crème fleurette, basilic
entree;Scotch eggs par Laurent Mariotte;oeuf, veau, oignon rouge, paprika, moutarde, persil, farine, chapelure, salade, huile de pépin de raisin, sel, poivre du moulin
entree;Soupe de blettes;sel, poivre, lait demi-écrémé, oignon, blette, pomme de terre, eau, crème
entree;Pain de thon à la catalane;sel, sauce tomate, thon, thon, crème semi-épaisse, oeuf
entree;Soupe à l'eau de cuisson d'asperge;poivre, sel, eau, pieds, cube de bouillon, tapioca, oeuf, lait
entree;Velouté froid de betteraves au Thermomix;huile d'olive, yaourt, betterave, concombre, ail, sel et poivre
entree;Feuilletés épinards-chèvre à la provençale;thym, crème fraîche, tomate, pâte feuilletée, épinards, chèvre, herbes
entree;Soupe de légumes poireau carotte navet céleri;sel, poivre, oignon, carotte, poireau, navet, céleri, eau
entree;Velouté de potimarron, pommes de terre, carottes;sel, poivre, crème fraîche, carotte, potimarron, pomme de terre, ail, bouillon de volaille
entree;Oeuf cocotte aux champignons de Paris et Cantal;sel, poivre, huile d'olive, beurre, oeuf, champignons de Paris, échalote, cantal, crème fraîche liquide
entree;Flan de courgettes light;muscade, sel, poivre, oignon, fromage blanc, courgette, oeuf
entree;Terrine de courgettes et de thon au basilic;sel, poivre, fromage râpé, huile d'olive, crème fraîche, courgette, thon, oeuf, basilic, échalote, concentré de tomates
entree;Carpaccio de courgettes;huile d'olive, courgette, pignons, Parmesan, basilic frais
entree;Soupe à la carotte, aux panais et à la courgette;poivre, sel, courgette, carotte, panais, eau
entree;Clafoutis aux courgettes très simple et rapide;beurre, maïzena, crème fraîche, courgette, oeuf, lait, Parmesan
entree;Flan-terrine aux légumes;poivre, sel, persil, gruyère râpé, crème fraîche, macédoine, oeuf
entree;Oeuf mollet au micro-onde;oeuf
entree;börek turcs (à base de brick et chèvre);aneth, brick, fromage de chèvre, oeuf
entree;Pain de poisson;gruyère râpé, crème fraîche, thon, oeuf, concentré de tomates
entree;Velouté de potiron au Companion;sel, persil, muscade, huile, oignon, potiron, crème liquide
entree;Gratin de radis roses;muscade, sel, poivre, gruyère râpé, radis, crème épaisse, vin blanc, oeuf, échalote, ail, cerfeuil
entree;Mini-feuilletés au chèvre;vinaigre balsamique, huile d'olive, poivre, thym, tomate, pâte feuilletée, fromage de chèvre
